Mapping parameters for Caretta caretta (loggerhead turtle)

"Cite AquaMaps itself as: Kaschner, K., Kesner-Reyes, K., Garilao, C., Segschneider, J., Rius-Barile, J. Rees, T., & Froese, R. (2019, October). AquaMaps: Predicted range maps for aquatic species. Retrieved from https://www.aquamaps.org."


Map data (HSPEC) for predicted occurrences (n = 13089): 

"To get individual probabilities (i.e. Depth, Temperature, Salinity, Primary Production, Sea Ice Concentration, Distance to Land):"
1. Click on the Create-Your-Own-Map at the bottom left part of the species map page.
2. Click on the Regenerate Map Data and View Map button then click OK.
3. In the resulting User-Specified Map for the species click on the Download data (as csv) link.
4. Select HSPEC then Submit.

Genus,Species,Center Lat,Center Long,C-Square Code,Overall Probability
Caretta,caretta,58.75,11.25,1501:381:3,0.17
Caretta,caretta,59.25,10.25,1501:390:1,0.17
Caretta,caretta,59.25,10.75,1501:390:2,0.17
Caretta,caretta,59.75,10.25,1501:390:3,0.09
Caretta,caretta,59.75,10.75,1501:390:4,0.15
Caretta,caretta,59.25,11.25,1501:391:1,0.16
Caretta,caretta,55.25,15.25,1501:455:1,0.03
Caretta,caretta,55.25,15.75,1501:455:2,0.02
Caretta,caretta,55.75,15.25,1501:455:3,0.02
Caretta,caretta,55.75,15.75,1501:455:4,0.02
Caretta,caretta,55.25,16.25,1501:456:1,0.03
Caretta,caretta,55.25,16.75,1501:456:2,0.03
Caretta,caretta,55.75,16.25,1501:456:3,0.02
Caretta,caretta,55.75,16.75,1501:456:4,0.02
Caretta,caretta,55.25,17.25,1501:457:1,0.03
Caretta,caretta,55.25,17.75,1501:457:2,0.03
Caretta,caretta,55.75,17.25,1501:457:3,0.02
Caretta,caretta,55.75,17.75,1501:457:4,0.02
Caretta,caretta,55.25,18.25,1501:458:1,0.03
Caretta,caretta,55.25,18.75,1501:458:2,0.03
Caretta,caretta,55.75,18.25,1501:458:3,0.02
Caretta,caretta,55.75,18.75,1501:458:4,0.02
Caretta,caretta,55.25,19.25,1501:459:1,0.02
Caretta,caretta,55.25,19.75,1501:459:2,0.03
Caretta,caretta,55.75,19.25,1501:459:3,0.02
Caretta,caretta,55.75,19.75,1501:459:4,0.03
Caretta,caretta,56.25,15.25,1501:465:1,0.02
Caretta,caretta,56.25,15.75,1501:465:2,0.02
Caretta,caretta,56.25,16.25,1501:466:1,0.02
Caretta,caretta,56.25,16.75,1501:466:2,0.02
Caretta,caretta,56.75,16.25,1501:466:3,0.01
Caretta,caretta,56.75,16.75,1501:466:4,0.01
Caretta,caretta,56.25,17.25,1501:467:1,0.02
Caretta,caretta,56.25,17.75,1501:467:2,0.02
Caretta,caretta,56.75,17.25,1501:467:3,0.01
Caretta,caretta,56.75,17.75,1501:467:4,0.02
Caretta,caretta,56.25,18.25,1501:468:1,0.02
Caretta,caretta,56.25,18.75,1501:468:2,0.02
Caretta,caretta,56.75,18.25,1501:468:3,0.02
Caretta,caretta,56.75,18.75,1501:468:4,0.02
Caretta,caretta,56.25,19.25,1501:469:1,0.02
Caretta,caretta,56.25,19.75,1501:469:2,0.02
Caretta,caretta,56.75,19.25,1501:469:3,0.01
Caretta,caretta,56.75,19.75,1501:469:4,0.01
Caretta,caretta,57.25,16.75,1501:476:2,0.01
Caretta,caretta,57.75,16.75,1501:476:4,0.01
Caretta,caretta,57.25,17.25,1501:477:1,0.01
Caretta,caretta,57.25,17.75,1501:477:2,0.01
Caretta,caretta,57.75,17.25,1501:477:3,0.01
Caretta,caretta,57.75,17.75,1501:477:4,0.01
Caretta,caretta,57.25,18.25,1501:478:1,0.02
Caretta,caretta,57.25,18.75,1501:478:2,0.02
Caretta,caretta,57.75,18.25,1501:478:3,0.01
Caretta,caretta,57.75,18.75,1501:478:4,0.02
Caretta,caretta,57.25,19.25,1501:479:1,0.02
Caretta,caretta,57.25,19.75,1501:479:2,0.02
Caretta,caretta,57.75,19.25,1501:479:3,0.02
Caretta,caretta,57.75,19.75,1501:479:4,0.02
Caretta,caretta,58.25,16.75,1501:486:2,0.01
Caretta,caretta,58.25,17.25,1501:487:1,0.01
Caretta,caretta,58.25,17.75,1501:487:2,0.01
Caretta,caretta,58.75,17.25,1501:487:3,0.01
Caretta,caretta,58.75,17.75,1501:487:4,0.01
Caretta,caretta,58.25,18.25,1501:488:1,0.01
Caretta,caretta,58.25,18.75,1501:488:2,0.01
Caretta,caretta,58.75,18.25,1501:488:3,0.01
Caretta,caretta,58.75,18.75,1501:488:4,0.01
Caretta,caretta,58.25,19.25,1501:489:1,0.01
Caretta,caretta,58.25,19.75,1501:489:2,0.02
Caretta,caretta,58.75,19.25,1501:489:3,0.01
Caretta,caretta,58.75,19.75,1501:489:4,0.01
Caretta,caretta,59.25,19.75,1501:499:2,0.01
Caretta,caretta,54.75,20.25,1502:140:3,0.03
Caretta,caretta,54.75,20.75,1502:140:4,0.03
Caretta,caretta,54.75,21.25,1502:141:3,0.03
Caretta,caretta,55.25,20.25,1502:350:1,0.03
Caretta,caretta,55.25,20.75,1502:350:2,0.03
Caretta,caretta,55.75,20.25,1502:350:3,0.03
Caretta,caretta,55.75,20.75,1502:350:4,0.03
Caretta,caretta,55.25,21.25,1502:351:1,0.03
Caretta,caretta,55.75,21.25,1502:351:3,0.03
Caretta,caretta,56.25,20.25,1502:360:1,0.03
Caretta,caretta,56.25,20.75,1502:360:2,0.03
Caretta,caretta,56.75,20.25,1502:360:3,0.02
Caretta,caretta,56.75,20.75,1502:360:4,0.02
Caretta,caretta,56.25,21.25,1502:361:1,0.02
Caretta,caretta,56.75,21.25,1502:361:3,0.02
Caretta,caretta,57.25,20.25,1502:370:1,0.01
Caretta,caretta,57.25,20.75,1502:370:2,0.02
Caretta,caretta,57.75,20.25,1502:370:3,0.01
Caretta,caretta,57.75,20.75,1502:370:4,0.02
Caretta,caretta,57.25,21.25,1502:371:1,0.02
Caretta,caretta,57.25,21.75,1502:371:2,0.01
Caretta,caretta,57.75,21.25,1502:371:3,0.02
Caretta,caretta,57.75,21.75,1502:371:4,0.01
Caretta,caretta,57.25,22.75,1502:372:2,0.01
Caretta,caretta,57.75,22.25,1502:372:3,0.01
Caretta,caretta,58.25,20.25,1502:380:1,0.01
Caretta,caretta,58.25,20.75,1502:380:2,0.02
Caretta,caretta,58.75,20.25,1502:380:3,0.01
Caretta,caretta,58.75,20.75,1502:380:4,0.01
Caretta,caretta,58.25,21.25,1502:381:1,0.02
Caretta,caretta,58.25,21.75,1502:381:2,0.01
Caretta,caretta,58.75,21.25,1502:381:3,0.01
Caretta,caretta,58.75,21.75,1502:381:4,0.01
Caretta,caretta,58.25,22.25,1502:382:1,0.01
Caretta,caretta,58.75,22.25,1502:382:3,0.01
Caretta,caretta,58.75,22.75,1502:382:4,0.01
Caretta,caretta,59.25,20.25,1502:390:1,0.01
Caretta,caretta,59.25,20.75,1502:390:2,0.01
Caretta,caretta,59.25,21.25,1502:391:1,0.01
Caretta,caretta,59.25,21.75,1502:391:2,0.01
Caretta,caretta,59.25,22.25,1502:392:1,0.01
Caretta,caretta,59.25,22.75,1502:392:2,0.01
Caretta,caretta,59.25,23.25,1502:393:1,0.01
Caretta,caretta,59.25,23.75,1502:393:2,0.01
Caretta,caretta,60.25,0.25,1600:100:1,0.13
Caretta,caretta,60.25,0.75,1600:100:2,0.12
Caretta,caretta,60.75,0.25,1600:100:3,0.19
Caretta,caretta,60.75,0.75,1600:100:4,0.11
Caretta,caretta,60.25,1.25,1600:101:1,0.13
Caretta,caretta,60.25,1.75,1600:101:2,0.14
Caretta,caretta,60.75,1.25,1600:101:3,0.14
Caretta,caretta,60.75,1.75,1600:101:4,0.12
Caretta,caretta,60.25,2.25,1600:102:1,0.14
Caretta,caretta,60.25,2.75,1600:102:2,0.16
Caretta,caretta,60.75,2.25,1600:102:3,0.15
Caretta,caretta,60.75,2.75,1600:102:4,0.15
Caretta,caretta,60.25,3.25,1600:103:1,0.12
Caretta,caretta,60.75,3.25,1600:103:3,0.11
Caretta,caretta,60.25,4.75,1600:104:2,0.18
Caretta,caretta,60.75,4.25,1600:104:3,0.02
Caretta,caretta,60.75,4.75,1600:104:4,0.16
Caretta,caretta,60.25,5.25,1600:205:1,0.16
Caretta,caretta,60.25,5.75,1600:205:2,0.15
Caretta,caretta,60.75,5.25,1600:205:3,0.14
Caretta,caretta,60.75,5.75,1600:205:4,0.01
Caretta,caretta,60.25,6.25,1600:206:1,0.14
Caretta,caretta,60.25,6.75,1600:206:2,0.13
Caretta,caretta,60.75,6.75,1600:206:4,0.01
Caretta,caretta,60.75,7.25,1600:207:3,0.01
Caretta,caretta,-5.75,12.75,3001:352:4,0.03
Caretta,caretta,-8.75,12.75,3001:382:4,0.17
Caretta,caretta,-4.25,39.25,3003:249:1,0.12
Caretta,caretta,-5.25,38.75,3003:458:2,0.09
Caretta,caretta,-0.75,41.75,3004:101:4,0.06
Caretta,caretta,-0.25,42.25,3004:102:1,0.06
Caretta,caretta,-1.75,40.75,3004:110:4,0.06
Caretta,caretta,-0.75,99.75,3009:209:4,0.07
Caretta,caretta,-0.25,103.25,3010:103:1,0.01
Caretta,caretta,-2.75,104.75,3010:124:4,0.02
Caretta,caretta,-3.25,102.25,3010:132:1,0.02
Caretta,caretta,-4.75,102.25,3010:142:3,0.03
Caretta,caretta,-4.25,103.25,3010:143:1,0.02
Caretta,caretta,-5.25,105.25,3010:455:1,0.13
Caretta,caretta,-6.25,106.75,3010:466:2,0.17
Caretta,caretta,-8.25,109.75,3010:489:2,0.12
Caretta,caretta,-2.75,113.25,3011:123:3,0.03
Caretta,caretta,-3.25,114.25,3011:134:1,0.18
Caretta,caretta,-3.25,114.75,3011:134:2,0.02
Caretta,caretta,-1.75,116.25,3011:216:3,0.07
Caretta,caretta,-2.25,116.25,3011:226:1,0.07
Caretta,caretta,-2.25,118.25,3011:228:1,0.09
Caretta,caretta,-2.25,118.75,3011:228:2,0.02
Caretta,caretta,-2.75,119.25,3011:229:3,0.05
Caretta,caretta,-3.25,118.25,3011:238:1,0.04
Caretta,caretta,-5.75,117.25,3011:457:3,0.12
Caretta,caretta,-6.25,117.75,3011:467:2,0.09
Caretta,caretta,-6.25,119.25,3011:469:1,0.18
Caretta,caretta,-0.25,121.25,3012:101:1,0.16
Caretta,caretta,-1.75,121.25,3012:111:3,0.03
Caretta,caretta,-1.25,124.25,3012:114:1,0.18
Caretta,caretta,-2.75,121.75,3012:121:4,0.03
Caretta,caretta,-0.25,128.75,3012:208:2,0.14
Caretta,caretta,-5.75,122.25,3012:352:3,0.06
Caretta,caretta,-9.25,128.75,3012:498:2,0.15
Caretta,caretta,-1.25,131.25,3013:111:1,0.07
Caretta,caretta,-1.25,131.75,3013:111:2,0.06
Caretta,caretta,-1.75,132.25,3013:112:3,0.18
Caretta,caretta,-2.25,133.75,3013:123:2,0.15
Caretta,caretta,-2.75,133.25,3013:123:3,0.04
Caretta,caretta,-2.75,133.75,3013:123:4,0.04
Caretta,caretta,-3.25,131.75,3013:131:2,0.11
Caretta,caretta,-3.75,131.75,3013:131:4,0.19
Caretta,caretta,-3.75,134.75,3013:134:4,0.09
Caretta,caretta,-4.75,137.25,3013:247:3,0.08
Caretta,caretta,-4.75,137.75,3013:247:4,0.02
Caretta,caretta,-6.25,130.25,3013:360:1,0.18
Caretta,caretta,-8.25,132.25,3013:382:1,0.16
Caretta,caretta,-9.75,130.25,3013:390:3,0.11
Caretta,caretta,-6.75,139.25,3013:469:3,0.02
Caretta,caretta,-7.75,138.75,3013:478:4,0.02
Caretta,caretta,-7.25,139.25,3013:479:1,0.02
Caretta,caretta,-7.75,139.25,3013:479:3,0.02
Caretta,caretta,-1.25,143.75,3014:113:2,0.05
Caretta,caretta,-1.75,146.25,3014:216:3,0.08
Caretta,caretta,-1.75,147.75,3014:217:4,0.14
Caretta,caretta,-2.25,145.75,3014:225:2,0.14
Caretta,caretta,-2.25,149.75,3014:229:2,0.16
Caretta,caretta,-7.25,143.75,3014:373:2,0.02
Caretta,caretta,-7.75,143.25,3014:373:3,0.02
Caretta,caretta,-7.25,144.75,3014:374:2,0.04
Caretta,caretta,-8.25,142.25,3014:382:1,0.02
Caretta,caretta,-8.25,142.75,3014:382:2,0.04
Caretta,caretta,-4.75,156.75,3015:246:4,0.17
Caretta,caretta,-4.75,159.75,3015:249:4,0.17
Caretta,caretta,-5.25,155.25,3015:455:1,0.06
Caretta,caretta,-5.75,155.75,3015:455:4,0.02
Caretta,caretta,-7.75,156.25,3015:476:3,0.05
Caretta,caretta,-1.25,175.75,3017:215:2,0.02
Caretta,caretta,-17.25,11.25,3101:371:1,0.01
Caretta,caretta,-16.25,39.75,3103:469:2,0.12
Caretta,caretta,-17.75,36.75,3103:476:4,0.03
Caretta,caretta,-18.75,35.75,3103:485:4,0.11
Caretta,caretta,-18.25,37.75,3103:487:2,0.16
Caretta,caretta,-19.75,36.75,3103:496:4,0.07
Caretta,caretta,-12.25,40.25,3104:120:1,0.06
Caretta,caretta,-14.25,48.25,3104:248:1,0.16
Caretta,caretta,-16.75,43.25,3104:363:3,0.17
Caretta,caretta,-17.75,43.25,3104:373:3,0.06
Caretta,caretta,-17.25,44.25,3104:374:1,0.18
Caretta,caretta,-17.75,44.25,3104:374:3,0.19
Caretta,caretta,-19.25,44.75,3104:394:2,0.03
Caretta,caretta,-19.75,44.75,3104:394:4,0.03
Caretta,caretta,-15.75,46.75,3104:456:4,0.02
Caretta,caretta,-15.75,47.25,3104:457:3,0.03
Caretta,caretta,-16.25,45.75,3104:465:2,0.02
Caretta,caretta,-19.25,48.75,3104:498:2,0.14
Caretta,caretta,-11.75,60.75,3106:110:4,0.05
Caretta,caretta,-13.75,60.75,3106:130:4,0.07
Caretta,caretta,-17.75,119.75,3111:479:4,0.18
Caretta,caretta,-18.75,117.25,3111:487:3,0.13
Caretta,caretta,-18.25,118.25,3111:488:1,0.15
Caretta,caretta,-19.25,115.75,3111:495:2,0.18
Caretta,caretta,-11.25,122.75,3112:112:2,0.11
Caretta,caretta,-11.25,124.25,3112:114:1,0.08
Caretta,caretta,-13.25,122.25,3112:132:1,0.16
Caretta,caretta,-13.25,123.75,3112:133:2,0.14
Caretta,caretta,-10.75,125.75,3112:205:4,0.17
Caretta,caretta,-14.25,127.25,3112:247:1,0.05
Caretta,caretta,-15.75,120.75,3112:350:4,0.04
Caretta,caretta,-15.25,121.25,3112:351:1,0.01
Caretta,caretta,-15.75,123.75,3112:353:4,0.17
Caretta,caretta,-17.25,120.75,3112:370:2,0.18
Caretta,caretta,-17.75,120.25,3112:370:3,0.08
Caretta,caretta,-17.75,123.75,3112:373:4,0.03
Caretta,caretta,-15.25,128.25,3112:458:1,0.10
Caretta,caretta,-15.25,129.25,3112:459:1,0.05
Caretta,caretta,-15.25,129.75,3112:459:2,0.03
Caretta,caretta,-12.75,130.75,3113:120:4,0.09
Caretta,caretta,-12.75,131.25,3113:121:3,0.02
Caretta,caretta,-12.25,134.75,3113:124:2,0.10
Caretta,caretta,-12.75,136.25,3113:226:3,0.05
Caretta,caretta,-12.25,142.25,3114:122:1,0.06
Caretta,caretta,-12.75,142.25,3114:122:3,0.03
Caretta,caretta,-19.25,146.25,3114:496:1,0.04
Caretta,caretta,-11.75,159.75,3115:219:4,0.08
Caretta,caretta,-17.75,150.25,3115:370:3,0.15
Caretta,caretta,-19.25,151.25,3115:391:1,0.15
Caretta,caretta,-19.75,151.75,3115:391:4,0.14
Caretta,caretta,-18.75,159.25,3115:489:3,0.08
Caretta,caretta,-19.75,159.25,3115:499:3,0.01
Caretta,caretta,-12.75,172.25,3117:122:3,0.17
Caretta,caretta,-11.75,175.25,3117:215:3,0.18
Caretta,caretta,-12.75,177.75,3117:227:4,0.02
Caretta,caretta,-17.75,177.75,3117:477:4,0.03
Caretta,caretta,-20.75,8.75,3200:208:4,0.02
Caretta,caretta,-20.75,12.75,3201:102:4,0.13
Caretta,caretta,-22.25,13.25,3201:123:1,0.17
Caretta,caretta,-23.75,13.75,3201:133:4,0.11
Caretta,caretta,-24.75,13.75,3201:143:4,0.10
Caretta,caretta,-25.25,13.75,3201:353:2,0.04
Caretta,caretta,-25.25,14.25,3201:354:1,0.18
Caretta,caretta,-25.75,14.25,3201:354:3,0.11
Caretta,caretta,-27.25,14.75,3201:374:2,0.11
Caretta,caretta,-27.75,14.75,3201:374:4,0.15
Caretta,caretta,-21.75,43.75,3204:113:4,0.06
Caretta,caretta,-22.75,43.75,3204:123:4,0.07
Caretta,caretta,-20.75,48.25,3204:208:3,0.14
Caretta,caretta,-27.25,46.25,3204:476:1,0.18
Caretta,caretta,-22.75,113.25,3211:123:3,0.14
Caretta,caretta,-24.25,112.25,3211:142:1,0.11
Caretta,caretta,-26.25,112.25,3211:362:1,0.12
Caretta,caretta,-22.75,149.75,3214:229:4,0.10
Caretta,caretta,-20.25,151.75,3215:101:2,0.01
Caretta,caretta,-22.75,150.25,3215:120:3,0.05
Caretta,caretta,-21.25,159.75,3215:219:2,0.02
Caretta,caretta,-23.25,155.25,3215:235:1,0.05
Caretta,caretta,-24.75,159.25,3215:249:3,0.06
Caretta,caretta,-25.75,152.75,3215:352:4,0.10
Caretta,caretta,-25.75,159.75,3215:459:4,0.14
Caretta,caretta,-27.75,155.75,3215:475:4,0.03
Caretta,caretta,-22.75,169.25,3216:229:3,0.05
Caretta,caretta,-30.25,15.75,3301:205:2,0.05
Caretta,caretta,-30.25,16.25,3301:206:1,0.19
Caretta,caretta,-32.25,17.25,3301:227:1,0.17
Caretta,caretta,-33.75,18.75,3301:238:4,0.17
Caretta,caretta,-34.75,18.25,3301:248:3,0.10
Caretta,caretta,-35.75,19.25,3301:459:3,0.01
Caretta,caretta,-36.25,19.75,3301:469:2,0.08
Caretta,caretta,-33.75,22.75,3302:132:4,0.09
Caretta,caretta,-33.75,23.25,3302:133:3,0.04
Caretta,caretta,-36.75,21.25,3302:361:3,0.16
Caretta,caretta,-34.75,117.25,3311:247:3,0.15
Caretta,caretta,-34.75,117.75,3311:247:4,0.10
Caretta,caretta,-35.25,115.25,3311:455:1,0.07
Caretta,caretta,-33.25,123.75,3312:133:2,0.10
Caretta,caretta,-33.75,136.25,3313:236:3,0.04
Caretta,caretta,-34.25,135.75,3313:245:2,0.09
Caretta,caretta,-35.75,139.75,3313:459:4,0.04
Caretta,caretta,-30.75,156.25,3315:206:3,0.16
Caretta,caretta,-35.25,173.75,3317:353:2,0.10
Caretta,caretta,-39.25,172.25,3317:392:1,0.04
Caretta,caretta,-39.75,172.25,3317:392:3,0.08
Caretta,caretta,-37.75,175.75,3317:475:4,0.04
Caretta,caretta,-37.75,179.25,3317:479:3,0.08
Caretta,caretta,-42.75,1.25,3400:121:3,0.13
Caretta,caretta,-43.25,1.25,3400:131:1,0.18
Caretta,caretta,-42.75,147.25,3414:227:3,0.17
Caretta,caretta,-43.25,146.75,3414:236:2,0.06
Caretta,caretta,-44.25,146.75,3414:246:2,0.10
Caretta,caretta,-42.75,169.75,3416:229:4,0.01
Caretta,caretta,-49.25,164.25,3416:394:1,0.11
Caretta,caretta,-49.75,164.25,3416:394:3,0.07
Caretta,caretta,-45.75,167.25,3416:457:3,0.02
Caretta,caretta,-46.25,165.75,3416:465:2,0.18
Caretta,caretta,-46.75,165.75,3416:465:4,0.16
Caretta,caretta,-46.75,166.25,3416:466:3,0.16
Caretta,caretta,-47.25,166.75,3416:476:2,0.09
Caretta,caretta,-47.25,169.25,3416:479:1,0.16
Caretta,caretta,-47.25,169.75,3416:479:2,0.08
Caretta,caretta,-49.75,166.25,3416:496:3,0.16
Caretta,caretta,-49.75,166.75,3416:496:4,0.10
Caretta,caretta,-49.75,167.25,3416:497:3,0.06
Caretta,caretta,-49.75,167.75,3416:497:4,0.05
Caretta,caretta,-40.25,171.75,3417:101:2,0.12
Caretta,caretta,-40.75,171.25,3417:101:3,0.05
Caretta,caretta,-41.75,170.75,3417:110:4,0.14
Caretta,caretta,-43.25,170.75,3417:130:2,0.03
Caretta,caretta,-43.75,174.25,3417:134:3,0.17
Caretta,caretta,-44.75,172.75,3417:142:4,0.14
Caretta,caretta,-44.75,173.75,3417:143:4,0.07
Caretta,caretta,-43.75,175.25,3417:235:3,0.19
Caretta,caretta,-43.75,175.75,3417:235:4,0.06
Caretta,caretta,-43.25,177.75,3417:237:2,0.03
Caretta,caretta,-44.25,175.75,3417:245:2,0.16
Caretta,caretta,-46.75,170.25,3417:360:3,0.14
Caretta,caretta,-49.25,171.75,3417:391:2,0.07
Caretta,caretta,-49.25,172.25,3417:392:1,0.06
Caretta,caretta,-47.25,178.75,3417:478:2,0.01
Caretta,caretta,-47.75,178.75,3417:478:4,0.08
Caretta,caretta,-47.25,179.25,3417:479:1,0.11
Caretta,caretta,-47.25,179.75,3417:479:2,0.05
Caretta,caretta,-47.75,179.25,3417:479:3,0.16
Caretta,caretta,-47.75,179.75,3417:479:4,0.06
Caretta,caretta,-48.25,179.25,3417:489:1,0.08
Caretta,caretta,-48.25,179.75,3417:489:2,0.03
Caretta,caretta,-50.25,165.75,3516:205:2,0.07
Caretta,caretta,-50.75,165.75,3516:205:4,0.13
Caretta,caretta,-50.25,166.25,3516:206:1,0.14
Caretta,caretta,-50.25,166.75,3516:206:2,0.12
Caretta,caretta,-50.75,166.25,3516:206:3,0.12
Caretta,caretta,-50.75,166.75,3516:206:4,0.10
Caretta,caretta,-50.25,167.25,3516:207:1,0.09
Caretta,caretta,-50.25,167.75,3516:207:2,0.05
Caretta,caretta,-50.75,167.25,3516:207:3,0.07
Caretta,caretta,-50.75,167.75,3516:207:4,0.01
Caretta,caretta,-51.25,165.25,3516:215:1,0.11
Caretta,caretta,-51.25,165.75,3516:215:2,0.10
Caretta,caretta,-51.75,166.75,3516:216:4,0.01
Caretta,caretta,-1.75,-37.25,5003:217:3,0.07
Caretta,caretta,-3.25,-37.25,5003:237:1,0.19
Caretta,caretta,-9.25,-35.75,5003:495:2,0.09
Caretta,caretta,-2.75,-43.25,5004:123:3,0.02
Caretta,caretta,-2.75,-43.75,5004:123:4,0.09
Caretta,caretta,-2.25,-44.75,5004:124:2,0.04
Caretta,caretta,-3.25,-44.75,5004:134:2,0.04
Caretta,caretta,-0.75,-47.75,5004:207:4,0.17
Caretta,caretta,-0.25,-48.75,5004:208:2,0.07
Caretta,caretta,-0.75,-48.75,5004:208:4,0.08
Caretta,caretta,-0.25,-49.25,5004:209:1,0.11
Caretta,caretta,-0.25,-49.75,5004:209:2,0.13
Caretta,caretta,-1.25,-46.25,5004:216:1,0.15
Caretta,caretta,-1.75,-48.25,5004:218:3,0.01
Caretta,caretta,-1.25,-49.25,5004:219:1,0.02
Caretta,caretta,-1.75,-49.75,5004:219:4,0.10
Caretta,caretta,-2.25,-49.25,5004:229:1,0.02
Caretta,caretta,-0.25,-50.25,5005:100:1,0.11
Caretta,caretta,-0.25,-50.75,5005:100:2,0.10
Caretta,caretta,-0.75,-50.75,5005:100:4,0.01
Caretta,caretta,-0.25,-51.25,5005:101:1,0.09
Caretta,caretta,-0.75,-51.25,5005:101:3,0.14
Caretta,caretta,-0.75,-51.75,5005:101:4,0.01
Caretta,caretta,-1.75,-50.25,5005:110:3,0.18
Caretta,caretta,-2.25,-79.75,5007:229:2,0.03
Caretta,caretta,-2.25,-80.25,5008:120:1,0.07
Caretta,caretta,-3.75,-80.25,5008:130:3,0.03
Caretta,caretta,-8.25,-139.75,5013:489:2,0.16
Caretta,caretta,-9.25,-138.75,5013:498:2,0.14
Caretta,caretta,-8.75,-158.25,5015:488:3,0.13
Caretta,caretta,-9.75,-161.25,5016:391:3,0.15
Caretta,caretta,-4.75,-172.25,5017:142:3,0.18
Caretta,caretta,-10.75,-37.25,5103:207:3,0.06
Caretta,caretta,-13.75,-39.25,5103:239:3,0.03
Caretta,caretta,-14.25,-39.25,5103:249:1,0.06
Caretta,caretta,-15.25,-39.25,5103:459:1,0.06
Caretta,caretta,-16.25,-72.75,5107:362:2,0.15
Caretta,caretta,-19.25,-151.75,5115:391:2,0.16
Caretta,caretta,-14.75,-170.75,5117:140:4,0.06
Caretta,caretta,-12.25,-176.75,5117:226:2,0.01
Caretta,caretta,-12.25,-177.75,5117:227:2,0.11
Caretta,caretta,-20.25,-28.75,5202:208:2,0.07
Caretta,caretta,-22.25,-39.75,5203:229:2,0.05
Caretta,caretta,-25.25,-48.75,5204:458:2,0.05
Caretta,caretta,-27.25,-46.75,5204:476:2,0.12
Caretta,caretta,-29.25,-47.75,5204:497:2,0.15
Caretta,caretta,-29.75,-51.25,5205:391:3,0.04
Caretta,caretta,-22.25,-81.25,5208:121:1,0.11
Caretta,caretta,-25.75,-82.25,5208:352:3,0.12
Caretta,caretta,-25.25,-91.25,5209:351:1,0.04
Caretta,caretta,-25.75,-94.75,5209:354:4,0.12
Caretta,caretta,-27.25,-146.25,5214:476:1,0.03
Caretta,caretta,-23.25,-176.25,5217:236:1,0.03
Caretta,caretta,-28.75,-177.75,5217:487:4,0.18
Caretta,caretta,-28.25,-179.25,5217:489:1,0.17
Caretta,caretta,-33.25,-50.25,5305:130:1,0.13
Caretta,caretta,-33.25,-58.25,5305:238:1,0.08
Caretta,caretta,-33.75,-58.25,5305:238:3,0.02
Caretta,caretta,-34.75,-56.75,5305:246:4,0.10
Caretta,caretta,-34.25,-57.25,5305:247:1,0.07
Caretta,caretta,-34.75,-58.25,5305:248:3,0.02
Caretta,caretta,-35.25,-56.75,5305:456:2,0.18
Caretta,caretta,-35.25,-57.25,5305:457:1,0.14
Caretta,caretta,-39.75,-55.75,5305:495:4,0.13
Caretta,caretta,-35.75,-73.25,5307:353:3,0.07
Caretta,caretta,-42.75,-2.25,5400:122:3,0.10
Caretta,caretta,-43.75,-1.25,5400:131:3,0.17
Caretta,caretta,-43.75,-1.75,5400:131:4,0.16
Caretta,caretta,-40.75,-56.75,5405:206:4,0.16
Caretta,caretta,-41.25,-57.25,5405:217:1,0.13
Caretta,caretta,-41.75,-57.25,5405:217:3,0.02
Caretta,caretta,-41.75,-57.75,5405:217:4,0.17
Caretta,caretta,-42.25,-58.25,5405:228:1,0.15
Caretta,caretta,-42.75,-58.75,5405:228:4,0.13
Caretta,caretta,-43.25,-59.25,5405:239:1,0.09
Caretta,caretta,-43.75,-59.75,5405:239:4,0.06
Caretta,caretta,-44.25,-59.75,5405:249:2,0.07
Caretta,caretta,-44.75,-59.75,5405:249:4,0.03
Caretta,caretta,-45.25,-59.75,5405:459:2,0.02
Caretta,caretta,-44.25,-60.25,5406:140:1,0.16
Caretta,caretta,-44.75,-60.25,5406:140:3,0.13
Caretta,caretta,-42.75,-65.25,5406:225:3,0.05
Caretta,caretta,-45.25,-60.25,5406:350:1,0.11
Caretta,caretta,-45.25,-60.75,5406:350:2,0.18
Caretta,caretta,-45.75,-60.25,5406:350:3,0.09
Caretta,caretta,-45.75,-60.75,5406:350:4,0.16
Caretta,caretta,-45.75,-61.25,5406:351:3,0.14
Caretta,caretta,-46.25,-60.25,5406:360:1,0.05
Caretta,caretta,-46.25,-60.75,5406:360:2,0.08
Caretta,caretta,-46.75,-60.25,5406:360:3,0.02
Caretta,caretta,-46.75,-60.75,5406:360:4,0.07
Caretta,caretta,-46.25,-61.25,5406:361:1,0.10
Caretta,caretta,-46.75,-61.25,5406:361:3,0.11
Caretta,caretta,-46.75,-61.75,5406:361:4,0.11
Caretta,caretta,-46.75,-62.25,5406:362:3,0.16
Caretta,caretta,-46.75,-64.25,5406:364:3,0.16
Caretta,caretta,-47.25,-60.75,5406:370:2,0.04
Caretta,caretta,-47.25,-61.25,5406:371:1,0.07
Caretta,caretta,-47.25,-61.75,5406:371:2,0.09
Caretta,caretta,-47.75,-61.25,5406:371:3,0.05
Caretta,caretta,-47.75,-61.75,5406:371:4,0.05
